Team ,Position on team,Country of Citizenship,Given Name,Family Name ,Date of Birth,Date of Death,Sex,Place of birth,Place of death,,,Tîm,Safle ar y tîm,Gwlad Dinasyddiaeth,Enw a Roddir,Enw Teulu ,Dyddiad Geni,Dyddiad Marwolaeth,Rhyw,Man Geni,Man Marwolaeth
Dragons,,Wales,Hugh,,08/07/1987,,male,Carmarthen,,,,Y Dreigiau,,Cymru,Hugh,,08/07/1987,,gwryw,Caerfyrddin,
Cambridge University RUFC,fullback,Wales,Hugh,Davies,01/01/1926,01/01/1986,male,Ammanford,Islington,,,Clwb Rygbi Prifysgol Caergrawnt,cefnwr,Cymru,Hugh,Davies,01/01/1926,01/01/1986,gwryw,Rhydaman,Islington
Barrow Raiders,fullback,Wales,Hugh,Davies,01/01/1926,01/01/1986,male,Ammanford,Islington,,,Barrow Raiders,cefnwr,Cymru,Hugh,Davies,01/01/1926,01/01/1986,gwryw,Rhydaman,Islington
Harlequin F.C.,fullback,Wales,Hugh,Davies,01/01/1926,01/01/1986,male,Ammanford,Islington,,,Clwb Pêl-droed Harlequin,cefnwr,Cymru,Hugh,Davies,01/01/1926,01/01/1986,gwryw,Rhydaman,Islington
Wales national rugby league team,centre,Wales,,Davies,10/11/1915,07/07/1990,male,Llanelli,Llanelli,,,Tîm rygbi cynghrair cenedlaethol Cymru,Canolwr,Cymru,,Davies,10/11/1915,07/07/1990,gwryw,Llanelli,Llanelli
Leeds Rhinos,centre,Wales,,Davies,10/11/1915,07/07/1990,male,Llanelli,Llanelli,,,Leeds Rhinos,Canolwr,Cymru,,Davies,10/11/1915,07/07/1990,gwryw,Llanelli,Llanelli
Swansea RFC,centre,Wales,,Davies,10/11/1915,07/07/1990,male,Llanelli,Llanelli,,,Clwb Rygbi Abertawe ,Canolwr,Cymru,,Davies,10/11/1915,07/07/1990,gwryw,Llanelli,Llanelli
Wales national rugby union team,centre,Wales,,Davies,10/11/1915,07/07/1990,male,Llanelli,Llanelli,,,Tîm undeb rygbi cenedlaethol Cymru,Canolwr,Cymru,,Davies,10/11/1915,07/07/1990,gwryw,Llanelli,Llanelli
Wales national rugby league team,centre,United Kingdom,,Davies,10/11/1915,07/07/1990,male,Llanelli,Llanelli,,,Tîm rygbi cynghrair cenedlaethol Cymru,Canolwr,Y Deyrnas Unedig,,Davies,10/11/1915,07/07/1990,gwryw,Llanelli,Llanelli
Leeds Rhinos,centre,United Kingdom,,Davies,10/11/1915,07/07/1990,male,Llanelli,Llanelli,,,Leeds Rhinos,Canolwr,Y Deyrnas Unedig,,Davies,10/11/1915,07/07/1990,gwryw,Llanelli,Llanelli
Swansea RFC,centre,United Kingdom,,Davies,10/11/1915,07/07/1990,male,Llanelli,Llanelli,,,Clwb Rygbi Abertawe ,Canolwr,Y Deyrnas Unedig,,Davies,10/11/1915,07/07/1990,gwryw,Llanelli,Llanelli
Wales national rugby union team,centre,United Kingdom,,Davies,10/11/1915,07/07/1990,male,Llanelli,Llanelli,,,Tîm undeb rygbi cenedlaethol Cymru,Canolwr,Y Deyrnas Unedig,,Davies,10/11/1915,07/07/1990,gwryw,Llanelli,Llanelli
Wales national rugby league team,centre,United Kingdom of Great Britain and Ireland,,Davies,10/11/1915,07/07/1990,male,Llanelli,Llanelli,,,Tîm rygbi cynghrair cenedlaethol Cymru,Canolwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",,Davies,10/11/1915,07/07/1990,gwryw,Llanelli,Llanelli
Leeds Rhinos,centre,United Kingdom of Great Britain and Ireland,,Davies,10/11/1915,07/07/1990,male,Llanelli,Llanelli,,,Leeds Rhinos,Canolwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",,Davies,10/11/1915,07/07/1990,gwryw,Llanelli,Llanelli
Swansea RFC,centre,United Kingdom of Great Britain and Ireland,,Davies,10/11/1915,07/07/1990,male,Llanelli,Llanelli,,,Clwb Rygbi Abertawe ,Canolwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",,Davies,10/11/1915,07/07/1990,gwryw,Llanelli,Llanelli
Wales national rugby union team,centre,United Kingdom of Great Britain and Ireland,,Davies,10/11/1915,07/07/1990,male,Llanelli,Llanelli,,,Tîm undeb rygbi cenedlaethol Cymru,Canolwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",,Davies,10/11/1915,07/07/1990,gwryw,Llanelli,Llanelli
Wales national rugby league team,,Wales,,Fisher,03/02/1935,05/01/2012,male,Swansea,Lochmaben,,,Tîm rygbi cynghrair cenedlaethol Cymru,,Cymru,,Fisher,03/02/1935,05/01/2012,gwryw,Abertawe,Lochmaben
Warrington Wolves,,Wales,,Fisher,03/02/1935,05/01/2012,male,Swansea,Lochmaben,,,Warrington Wolves,,Cymru,,Fisher,03/02/1935,05/01/2012,gwryw,Abertawe,Lochmaben
Bradford Bulls,,Wales,,Fisher,03/02/1935,05/01/2012,male,Swansea,Lochmaben,,,Bradford Bulls,,Cymru,,Fisher,03/02/1935,05/01/2012,gwryw,Abertawe,Lochmaben
Swansea RFC,,Wales,,Fisher,03/02/1935,05/01/2012,male,Swansea,Lochmaben,,,Clwb Rygbi Abertawe ,,Cymru,,Fisher,03/02/1935,05/01/2012,gwryw,Abertawe,Lochmaben
Wales national under-20 rugby union team,,Wales,Ieuan,Jones,22/07/1993,,male,Blackwood,,,,Tîm rygbi undeb cenedlaethol dan-20 Cymru,,Cymru,Ieuan,Jones,22/07/1993,,gwryw,Coed duon,
Dragons,,Wales,Ieuan,Jones,22/07/1993,,male,Blackwood,,,,Y Dreigiau,,Cymru,Ieuan,Jones,22/07/1993,,gwryw,Coed duon,
Wales national rugby league team,scrum-half,Wales,Ike,Fowler,1894-08-27,17/06/1981,male,Pantyffynnon,Batley,,,Tîm rygbi cynghrair cenedlaethol Cymru,mewnwr,Cymru,Ike,Fowler,1894-08-27,17/06/1981,gwryw,Pantyffynnon,Batley
Batley Bulldogs,scrum-half,Wales,Ike,Fowler,1894-08-27,17/06/1981,male,Pantyffynnon,Batley,,,Batley Bulldogs,mewnwr,Cymru,Ike,Fowler,1894-08-27,17/06/1981,gwryw,Pantyffynnon,Batley
Llanelli RFC,scrum-half,Wales,Ike,Fowler,1894-08-27,17/06/1981,male,Pantyffynnon,Batley,,,Clwb Rygbi Llanelli,mewnwr,Cymru,Ike,Fowler,1894-08-27,17/06/1981,gwryw,Pantyffynnon,Batley
Wales national rugby union team,scrum-half,Wales,Ike,Fowler,1894-08-27,17/06/1981,male,Pantyffynnon,Batley,,,Tîm undeb rygbi cenedlaethol Cymru,mewnwr,Cymru,Ike,Fowler,1894-08-27,17/06/1981,gwryw,Pantyffynnon,Batley
Wales national rugby league team,scrum-half,United Kingdom,Ike,Fowler,1894-08-27,17/06/1981,male,Pantyffynnon,Batley,,,Tîm rygbi cynghrair cenedlaethol Cymru,mewnwr,Y Deyrnas Unedig,Ike,Fowler,1894-08-27,17/06/1981,gwryw,Pantyffynnon,Batley
Batley Bulldogs,scrum-half,United Kingdom,Ike,Fowler,1894-08-27,17/06/1981,male,Pantyffynnon,Batley,,,Batley Bulldogs,mewnwr,Y Deyrnas Unedig,Ike,Fowler,1894-08-27,17/06/1981,gwryw,Pantyffynnon,Batley
Llanelli RFC,scrum-half,United Kingdom,Ike,Fowler,1894-08-27,17/06/1981,male,Pantyffynnon,Batley,,,Clwb Rygbi Llanelli,mewnwr,Y Deyrnas Unedig,Ike,Fowler,1894-08-27,17/06/1981,gwryw,Pantyffynnon,Batley
Wales national rugby union team,scrum-half,United Kingdom,Ike,Fowler,1894-08-27,17/06/1981,male,Pantyffynnon,Batley,,,Tîm undeb rygbi cenedlaethol Cymru,mewnwr,Y Deyrnas Unedig,Ike,Fowler,1894-08-27,17/06/1981,gwryw,Pantyffynnon,Batley
Wales national rugby league team,scrum-half,United Kingdom of Great Britain and Ireland,Ike,Fowler,1894-08-27,17/06/1981,male,Pantyffynnon,Batley,,,Tîm rygbi cynghrair cenedlaethol Cymru,mewnwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Ike,Fowler,1894-08-27,17/06/1981,gwryw,Pantyffynnon,Batley
Batley Bulldogs,scrum-half,United Kingdom of Great Britain and Ireland,Ike,Fowler,1894-08-27,17/06/1981,male,Pantyffynnon,Batley,,,Batley Bulldogs,mewnwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Ike,Fowler,1894-08-27,17/06/1981,gwryw,Pantyffynnon,Batley
Llanelli RFC,scrum-half,United Kingdom of Great Britain and Ireland,Ike,Fowler,1894-08-27,17/06/1981,male,Pantyffynnon,Batley,,,Clwb Rygbi Llanelli,mewnwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Ike,Fowler,1894-08-27,17/06/1981,gwryw,Pantyffynnon,Batley
Wales national rugby union team,scrum-half,United Kingdom of Great Britain and Ireland,Ike,Fowler,1894-08-27,17/06/1981,male,Pantyffynnon,Batley,,,Tîm undeb rygbi cenedlaethol Cymru,mewnwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Ike,Fowler,1894-08-27,17/06/1981,gwryw,Pantyffynnon,Batley
Great Britain national rugby league team,,Wales,Ike,Owens,07/11/1918,15/10/1998,male,Pontycymer,,,,Tîm rygbi cynghrair cenedlaethol Prydain Fawr,,Cymru,Ike,Owens,07/11/1918,15/10/1998,gwryw,Pontycymer,
Wales national rugby league team,,Wales,Ike,Owens,07/11/1918,15/10/1998,male,Pontycymer,,,,Tîm rygbi cynghrair cenedlaethol Cymru,,Cymru,Ike,Owens,07/11/1918,15/10/1998,gwryw,Pontycymer,
Huddersfield Giants,,Wales,Ike,Owens,07/11/1918,15/10/1998,male,Pontycymer,,,,Huddersfield Giants,,Cymru,Ike,Owens,07/11/1918,15/10/1998,gwryw,Pontycymer,
Castleford Tigers,,Wales,Ike,Owens,07/11/1918,15/10/1998,male,Pontycymer,,,,Castleford Tigers,,Cymru,Ike,Owens,07/11/1918,15/10/1998,gwryw,Pontycymer,
Leeds Rhinos,,Wales,Ike,Owens,07/11/1918,15/10/1998,male,Pontycymer,,,,Leeds Rhinos,,Cymru,Ike,Owens,07/11/1918,15/10/1998,gwryw,Pontycymer,
Maesteg RFC,,Wales,Ike,Owens,07/11/1918,15/10/1998,male,Pontycymer,,,,Clwb Rygbi Maesteg ,,Cymru,Ike,Owens,07/11/1918,15/10/1998,gwryw,Pontycymer,
Great Britain national rugby league team,,United Kingdom,Ike,Owens,07/11/1918,15/10/1998,male,Pontycymer,,,,Tîm rygbi cynghrair cenedlaethol Prydain Fawr,,Y Deyrnas Unedig,Ike,Owens,07/11/1918,15/10/1998,gwryw,Pontycymer,
Wales national rugby league team,,United Kingdom,Ike,Owens,07/11/1918,15/10/1998,male,Pontycymer,,,,Tîm rygbi cynghrair cenedlaethol Cymru,,Y Deyrnas Unedig,Ike,Owens,07/11/1918,15/10/1998,gwryw,Pontycymer,
Huddersfield Giants,,United Kingdom,Ike,Owens,07/11/1918,15/10/1998,male,Pontycymer,,,,Huddersfield Giants,,Y Deyrnas Unedig,Ike,Owens,07/11/1918,15/10/1998,gwryw,Pontycymer,
Castleford Tigers,,United Kingdom,Ike,Owens,07/11/1918,15/10/1998,male,Pontycymer,,,,Castleford Tigers,,Y Deyrnas Unedig,Ike,Owens,07/11/1918,15/10/1998,gwryw,Pontycymer,
Leeds Rhinos,,United Kingdom,Ike,Owens,07/11/1918,15/10/1998,male,Pontycymer,,,,Leeds Rhinos,,Y Deyrnas Unedig,Ike,Owens,07/11/1918,15/10/1998,gwryw,Pontycymer,
Maesteg RFC,,United Kingdom,Ike,Owens,07/11/1918,15/10/1998,male,Pontycymer,,,,Clwb Rygbi Maesteg ,,Y Deyrnas Unedig,Ike,Owens,07/11/1918,15/10/1998,gwryw,Pontycymer,
Great Britain national rugby league team,,United Kingdom of Great Britain and Ireland,Ike,Owens,07/11/1918,15/10/1998,male,Pontycymer,,,,Tîm rygbi cynghrair cenedlaethol Prydain Fawr,,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Ike,Owens,07/11/1918,15/10/1998,gwryw,Pontycymer,
Wales national rugby league team,,United Kingdom of Great Britain and Ireland,Ike,Owens,07/11/1918,15/10/1998,male,Pontycymer,,,,Tîm rygbi cynghrair cenedlaethol Cymru,,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Ike,Owens,07/11/1918,15/10/1998,gwryw,Pontycymer,
Huddersfield Giants,,United Kingdom of Great Britain and Ireland,Ike,Owens,07/11/1918,15/10/1998,male,Pontycymer,,,,Huddersfield Giants,,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Ike,Owens,07/11/1918,15/10/1998,gwryw,Pontycymer,
Castleford Tigers,,United Kingdom of Great Britain and Ireland,Ike,Owens,07/11/1918,15/10/1998,male,Pontycymer,,,,Castleford Tigers,,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Ike,Owens,07/11/1918,15/10/1998,gwryw,Pontycymer,
Leeds Rhinos,,United Kingdom of Great Britain and Ireland,Ike,Owens,07/11/1918,15/10/1998,male,Pontycymer,,,,Leeds Rhinos,,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Ike,Owens,07/11/1918,15/10/1998,gwryw,Pontycymer,
Maesteg RFC,,United Kingdom of Great Britain and Ireland,Ike,Owens,07/11/1918,15/10/1998,male,Pontycymer,,,,Clwb Rygbi Maesteg ,,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Ike,Owens,07/11/1918,15/10/1998,gwryw,Pontycymer,
Glamorgan Police RFC,flanker,Wales,,,12/10/1911,25/04/1966,male,Cilfynydd,Wrexham,,,Clwb Rygbi Heddlu Morgannwg,blaenasgellwr,Cymru,,,12/10/1911,25/04/1966,gwryw,Cilfynydd,Wrecsam
Wales national rugby league team,flanker,Wales,,,12/10/1911,25/04/1966,male,Cilfynydd,Wrexham,,,Tîm rygbi cynghrair cenedlaethol Cymru,blaenasgellwr,Cymru,,,12/10/1911,25/04/1966,gwryw,Cilfynydd,Wrecsam
Penarth RFC,flanker,Wales,,,12/10/1911,25/04/1966,male,Cilfynydd,Wrexham,,,Clwb Rygbi Penarth ,blaenasgellwr,Cymru,,,12/10/1911,25/04/1966,gwryw,Cilfynydd,Wrecsam
Leeds Rhinos,flanker,Wales,,,12/10/1911,25/04/1966,male,Cilfynydd,Wrexham,,,Leeds Rhinos,blaenasgellwr,Cymru,,,12/10/1911,25/04/1966,gwryw,Cilfynydd,Wrecsam
Cardiff RFC,flanker,Wales,,,12/10/1911,25/04/1966,male,Cilfynydd,Wrexham,,,Clwb Rygbi Caerdydd ,blaenasgellwr,Cymru,,,12/10/1911,25/04/1966,gwryw,Cilfynydd,Wrecsam
Wales national rugby union team,flanker,Wales,,,12/10/1911,25/04/1966,male,Cilfynydd,Wrexham,,,Tîm undeb rygbi cenedlaethol Cymru,blaenasgellwr,Cymru,,,12/10/1911,25/04/1966,gwryw,Cilfynydd,Wrecsam
Pontypridd RFC,flanker,Wales,,,12/10/1911,25/04/1966,male,Cilfynydd,Wrexham,,,Clwb Rygbi Pontypridd ,blaenasgellwr,Cymru,,,12/10/1911,25/04/1966,gwryw,Cilfynydd,Wrecsam
Glamorgan Police RFC,flanker,United Kingdom,,,12/10/1911,25/04/1966,male,Cilfynydd,Wrexham,,,Clwb Rygbi Heddlu Morgannwg,blaenasgellwr,Y Deyrnas Unedig,,,12/10/1911,25/04/1966,gwryw,Cilfynydd,Wrecsam
Wales national rugby league team,flanker,United Kingdom,,,12/10/1911,25/04/1966,male,Cilfynydd,Wrexham,,,Tîm rygbi cynghrair cenedlaethol Cymru,blaenasgellwr,Y Deyrnas Unedig,,,12/10/1911,25/04/1966,gwryw,Cilfynydd,Wrecsam
Penarth RFC,flanker,United Kingdom,,,12/10/1911,25/04/1966,male,Cilfynydd,Wrexham,,,Clwb Rygbi Penarth ,blaenasgellwr,Y Deyrnas Unedig,,,12/10/1911,25/04/1966,gwryw,Cilfynydd,Wrecsam
Leeds Rhinos,flanker,United Kingdom,,,12/10/1911,25/04/1966,male,Cilfynydd,Wrexham,,,Leeds Rhinos,blaenasgellwr,Y Deyrnas Unedig,,,12/10/1911,25/04/1966,gwryw,Cilfynydd,Wrecsam
Cardiff RFC,flanker,United Kingdom,,,12/10/1911,25/04/1966,male,Cilfynydd,Wrexham,,,Clwb Rygbi Caerdydd ,blaenasgellwr,Y Deyrnas Unedig,,,12/10/1911,25/04/1966,gwryw,Cilfynydd,Wrecsam
Wales national rugby union team,flanker,United Kingdom,,,12/10/1911,25/04/1966,male,Cilfynydd,Wrexham,,,Tîm undeb rygbi cenedlaethol Cymru,blaenasgellwr,Y Deyrnas Unedig,,,12/10/1911,25/04/1966,gwryw,Cilfynydd,Wrecsam
Pontypridd RFC,flanker,United Kingdom,,,12/10/1911,25/04/1966,male,Cilfynydd,Wrexham,,,Clwb Rygbi Pontypridd ,blaenasgellwr,Y Deyrnas Unedig,,,12/10/1911,25/04/1966,gwryw,Cilfynydd,Wrecsam
Glamorgan Police RFC,flanker,United Kingdom of Great Britain and Ireland,,,12/10/1911,25/04/1966,male,Cilfynydd,Wrexham,,,Clwb Rygbi Heddlu Morgannwg,blaenasgellwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",,,12/10/1911,25/04/1966,gwryw,Cilfynydd,Wrecsam
Wales national rugby league team,flanker,United Kingdom of Great Britain and Ireland,,,12/10/1911,25/04/1966,male,Cilfynydd,Wrexham,,,Tîm rygbi cynghrair cenedlaethol Cymru,blaenasgellwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",,,12/10/1911,25/04/1966,gwryw,Cilfynydd,Wrecsam
Penarth RFC,flanker,United Kingdom of Great Britain and Ireland,,,12/10/1911,25/04/1966,male,Cilfynydd,Wrexham,,,Clwb Rygbi Penarth ,blaenasgellwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",,,12/10/1911,25/04/1966,gwryw,Cilfynydd,Wrecsam
Leeds Rhinos,flanker,United Kingdom of Great Britain and Ireland,,,12/10/1911,25/04/1966,male,Cilfynydd,Wrexham,,,Leeds Rhinos,blaenasgellwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",,,12/10/1911,25/04/1966,gwryw,Cilfynydd,Wrecsam
Cardiff RFC,flanker,United Kingdom of Great Britain and Ireland,,,12/10/1911,25/04/1966,male,Cilfynydd,Wrexham,,,Clwb Rygbi Caerdydd ,blaenasgellwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",,,12/10/1911,25/04/1966,gwryw,Cilfynydd,Wrecsam
Wales national rugby union team,flanker,United Kingdom of Great Britain and Ireland,,,12/10/1911,25/04/1966,male,Cilfynydd,Wrexham,,,Tîm undeb rygbi cenedlaethol Cymru,blaenasgellwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",,,12/10/1911,25/04/1966,gwryw,Cilfynydd,Wrecsam
Pontypridd RFC,flanker,United Kingdom of Great Britain and Ireland,,,12/10/1911,25/04/1966,male,Cilfynydd,Wrexham,,,Clwb Rygbi Pontypridd ,blaenasgellwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",,,12/10/1911,25/04/1966,gwryw,Cilfynydd,Wrecsam
London Welsh RFC,hooker,Wales,,Evans,23/05/1906,18/09/1985,male,Trelewis,Bedford,,,Clwb Rygbi Cymry Llundain,bachwr,Cymru,,Evans,23/05/1906,18/09/1985,gwryw,Trelewis,Bedford
Wales national rugby union team,hooker,Wales,,Evans,23/05/1906,18/09/1985,male,Trelewis,Bedford,,,Tîm undeb rygbi cenedlaethol Cymru,bachwr,Cymru,,Evans,23/05/1906,18/09/1985,gwryw,Trelewis,Bedford
Bedford Blues,hooker,Wales,,Evans,23/05/1906,18/09/1985,male,Trelewis,Bedford,,,Gleision Bedford,bachwr,Cymru,,Evans,23/05/1906,18/09/1985,gwryw,Trelewis,Bedford
London Welsh RFC,hooker,United Kingdom,,Evans,23/05/1906,18/09/1985,male,Trelewis,Bedford,,,Clwb Rygbi Cymry Llundain,bachwr,Y Deyrnas Unedig,,Evans,23/05/1906,18/09/1985,gwryw,Trelewis,Bedford
Wales national rugby union team,hooker,United Kingdom,,Evans,23/05/1906,18/09/1985,male,Trelewis,Bedford,,,Tîm undeb rygbi cenedlaethol Cymru,bachwr,Y Deyrnas Unedig,,Evans,23/05/1906,18/09/1985,gwryw,Trelewis,Bedford
Bedford Blues,hooker,United Kingdom,,Evans,23/05/1906,18/09/1985,male,Trelewis,Bedford,,,Gleision Bedford,bachwr,Y Deyrnas Unedig,,Evans,23/05/1906,18/09/1985,gwryw,Trelewis,Bedford
London Welsh RFC,hooker,United Kingdom of Great Britain and Ireland,,Evans,23/05/1906,18/09/1985,male,Trelewis,Bedford,,,Clwb Rygbi Cymry Llundain,bachwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",,Evans,23/05/1906,18/09/1985,gwryw,Trelewis,Bedford
Wales national rugby union team,hooker,United Kingdom of Great Britain and Ireland,,Evans,23/05/1906,18/09/1985,male,Trelewis,Bedford,,,Tîm undeb rygbi cenedlaethol Cymru,bachwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",,Evans,23/05/1906,18/09/1985,gwryw,Trelewis,Bedford
Bedford Blues,hooker,United Kingdom of Great Britain and Ireland,,Evans,23/05/1906,18/09/1985,male,Trelewis,Bedford,,,Gleision Bedford,bachwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",,Evans,23/05/1906,18/09/1985,gwryw,Trelewis,Bedford
Glamorgan Police RFC,fullback,Wales,Jack,Bassett,11/07/1905,19/02/1989,male,Trebanog,Cardiff,,,Clwb Rygbi Heddlu Morgannwg,cefnwr,Cymru,Jack,Bassett,11/07/1905,19/02/1989,gwryw,Trebanog,Caerdydd
Penarth RFC,fullback,Wales,Jack,Bassett,11/07/1905,19/02/1989,male,Trebanog,Cardiff,,,Clwb Rygbi Penarth ,cefnwr,Cymru,Jack,Bassett,11/07/1905,19/02/1989,gwryw,Trebanog,Caerdydd
Wales national rugby union team,fullback,Wales,Jack,Bassett,11/07/1905,19/02/1989,male,Trebanog,Cardiff,,,Tîm undeb rygbi cenedlaethol Cymru,cefnwr,Cymru,Jack,Bassett,11/07/1905,19/02/1989,gwryw,Trebanog,Caerdydd
Barbarians,fullback,Wales,Jack,Bassett,11/07/1905,19/02/1989,male,Trebanog,Cardiff,,,Barbariaid,cefnwr,Cymru,Jack,Bassett,11/07/1905,19/02/1989,gwryw,Trebanog,Caerdydd
Glamorgan Police RFC,fullback,United Kingdom,Jack,Bassett,11/07/1905,19/02/1989,male,Trebanog,Cardiff,,,Clwb Rygbi Heddlu Morgannwg,cefnwr,Y Deyrnas Unedig,Jack,Bassett,11/07/1905,19/02/1989,gwryw,Trebanog,Caerdydd
Penarth RFC,fullback,United Kingdom,Jack,Bassett,11/07/1905,19/02/1989,male,Trebanog,Cardiff,,,Clwb Rygbi Penarth ,cefnwr,Y Deyrnas Unedig,Jack,Bassett,11/07/1905,19/02/1989,gwryw,Trebanog,Caerdydd
Wales national rugby union team,fullback,United Kingdom,Jack,Bassett,11/07/1905,19/02/1989,male,Trebanog,Cardiff,,,Tîm undeb rygbi cenedlaethol Cymru,cefnwr,Y Deyrnas Unedig,Jack,Bassett,11/07/1905,19/02/1989,gwryw,Trebanog,Caerdydd
Barbarians,fullback,United Kingdom,Jack,Bassett,11/07/1905,19/02/1989,male,Trebanog,Cardiff,,,Barbariaid,cefnwr,Y Deyrnas Unedig,Jack,Bassett,11/07/1905,19/02/1989,gwryw,Trebanog,Caerdydd
England national rugby league team,,United Kingdom,Emlyn,Jenkins,01/12/1910,01/01/1993,male,Treherbert,Andover,,,Tîm rygbi cynghrair cenedlaethol Lloegr,,Y Deyrnas Unedig,Emlyn,Jenkins,01/12/1910,01/01/1993,gwryw,Treherbert,Andover
Great Britain national rugby league team,,United Kingdom,Emlyn,Jenkins,01/12/1910,01/01/1993,male,Treherbert,Andover,,,Tîm rygbi cynghrair cenedlaethol Prydain Fawr,,Y Deyrnas Unedig,Emlyn,Jenkins,01/12/1910,01/01/1993,gwryw,Treherbert,Andover
Treorchy RFC,,United Kingdom,Emlyn,Jenkins,01/12/1910,01/01/1993,male,Treherbert,Andover,,,Clwb Rygbi Treorci,,Y Deyrnas Unedig,Emlyn,Jenkins,01/12/1910,01/01/1993,gwryw,Treherbert,Andover
Cardiff RFC,,United Kingdom of Great Britain and Ireland,Emlyn,Jenkins,01/12/1910,01/01/1993,male,Treherbert,Andover,,,Clwb Rygbi Caerdydd ,,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Emlyn,Jenkins,01/12/1910,01/01/1993,gwryw,Treherbert,Andover
St Helens RLFC,,United Kingdom of Great Britain and Ireland,Emlyn,Jenkins,01/12/1910,01/01/1993,male,Treherbert,Andover,,,St Helens RLFC,,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Emlyn,Jenkins,01/12/1910,01/01/1993,gwryw,Treherbert,Andover
Wigan Warriors,,United Kingdom of Great Britain and Ireland,Emlyn,Jenkins,01/12/1910,01/01/1993,male,Treherbert,Andover,,,Wigan Warriors,,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Emlyn,Jenkins,01/12/1910,01/01/1993,gwryw,Treherbert,Andover
Keighley Cougars,,United Kingdom of Great Britain and Ireland,Emlyn,Jenkins,01/12/1910,01/01/1993,male,Treherbert,Andover,,,Keighley Cougars,,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Emlyn,Jenkins,01/12/1910,01/01/1993,gwryw,Treherbert,Andover
Wales national rugby league team,,United Kingdom of Great Britain and Ireland,Emlyn,Jenkins,01/12/1910,01/01/1993,male,Treherbert,Andover,,,Tîm rygbi cynghrair cenedlaethol Cymru,,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Emlyn,Jenkins,01/12/1910,01/01/1993,gwryw,Treherbert,Andover
Salford Red Devils,,United Kingdom of Great Britain and Ireland,Emlyn,Jenkins,01/12/1910,01/01/1993,male,Treherbert,Andover,,,Salford Red Devils,,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Emlyn,Jenkins,01/12/1910,01/01/1993,gwryw,Treherbert,Andover
England national rugby league team,,United Kingdom of Great Britain and Ireland,Emlyn,Jenkins,01/12/1910,01/01/1993,male,Treherbert,Andover,,,Tîm rygbi cynghrair cenedlaethol Lloegr,,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Emlyn,Jenkins,01/12/1910,01/01/1993,gwryw,Treherbert,Andover
Great Britain national rugby league team,,United Kingdom of Great Britain and Ireland,Emlyn,Jenkins,01/12/1910,01/01/1993,male,Treherbert,Andover,,,Tîm rygbi cynghrair cenedlaethol Prydain Fawr,,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Emlyn,Jenkins,01/12/1910,01/01/1993,gwryw,Treherbert,Andover
Treorchy RFC,,United Kingdom of Great Britain and Ireland,Emlyn,Jenkins,01/12/1910,01/01/1993,male,Treherbert,Andover,,,Clwb Rygbi Treorci,,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Emlyn,Jenkins,01/12/1910,01/01/1993,gwryw,Treherbert,Andover
Wigan Warriors,flanker,Wales,,Evans,24/04/1911,23/06/1983,male,Gwaun-Cae-Gurwen,Bristol,,,Wigan Warriors,blaenasgellwr,Cymru,,Evans,24/04/1911,23/06/1983,gwryw,Gwauncaegurwen,Bryste
Llanelli RFC,flanker,Wales,,Evans,24/04/1911,23/06/1983,male,Gwaun-Cae-Gurwen,Bristol,,,Clwb Rygbi Llanelli,blaenasgellwr,Cymru,,Evans,24/04/1911,23/06/1983,gwryw,Gwauncaegurwen,Bryste
