Team ,Position on team,Country of Citizenship,Given Name,Family Name ,Date of Birth,Date of Death,Sex,Place of birth,Place of death
Wales national rugby union team,,United Kingdom,Will,Parker,1873-01-01,1955-11-10,male,Swansea,
Swansea RFC,,United Kingdom,Will,Parker,1873-01-01,1955-11-10,male,Swansea,
Wales national rugby union team,,United Kingdom of Great Britain and Ireland,Will,Parker,1873-01-01,1955-11-10,male,Swansea,
Swansea RFC,,United Kingdom of Great Britain and Ireland,Will,Parker,1873-01-01,1955-11-10,male,Swansea,
Wasps RFC,,Wales,Will,Taylor,1991-03-04,,male,Swansea,
Ospreys,,Wales,Will,Taylor,1991-03-04,,male,Swansea,
Wales national under-20 rugby union team,,Wales,Will,Taylor,1991-03-04,,male,Swansea,
Maesteg RFC,scrum-half,Wales,William,Banks,1925-01-11,1991-08-01,male,Maesteg,Huddersfield
Leeds Rhinos,scrum-half,Wales,William,Banks,1925-01-11,1991-08-01,male,Maesteg,Huddersfield
Huddersfield Giants,scrum-half,Wales,William,Banks,1925-01-11,1991-08-01,male,Maesteg,Huddersfield
Wales national rugby league team,scrum-half,Wales,William,Banks,1925-01-11,1991-08-01,male,Maesteg,Huddersfield
Salford Red Devils,scrum-half,Wales,William,Banks,1925-01-11,1991-08-01,male,Maesteg,Huddersfield
Wakefield Trinity,scrum-half,Wales,William,Banks,1925-01-11,1991-08-01,male,Maesteg,Huddersfield
Scotland national rugby union team,,Wales,William,Cross,1851-01-01,1890-10-16,male,Bridgend,Bournemouth
Scotland national rugby union team,,United Kingdom of Great Britain and Ireland,William,Cross,1851-01-01,1890-10-16,male,Bridgend,Bournemouth
Wales national rugby union team,,Wales,William,,1855-08-16,1918-10-15,male,Cardiff,Cardiff
Cardiff RFC,,Wales,William,,1855-08-16,1918-10-15,male,Cardiff,Cardiff
Wales national rugby union team,,United Kingdom of Great Britain and Ireland,William,,1855-08-16,1918-10-15,male,Cardiff,Cardiff
Leeds Rhinos,,Wales,Elwyn,Gwyther,1921-01-01,,male,Gower Peninsula,
Llanelli RFC,,Wales,Elwyn,Gwyther,1921-01-01,,male,Gower Peninsula,
Wales national rugby league team,,Wales,Elwyn,Gwyther,1921-01-01,,male,Gower Peninsula,
Great Britain national rugby league team,,Wales,Elwyn,Gwyther,1921-01-01,,male,Gower Peninsula,
Broughton Rangers,,Wales,Elwyn,Gwyther,1921-01-01,,male,Gower Peninsula,
Leeds Rhinos,,United Kingdom,Elwyn,Gwyther,1921-01-01,,male,Gower Peninsula,
Llanelli RFC,,United Kingdom,Elwyn,Gwyther,1921-01-01,,male,Gower Peninsula,
Wales national rugby league team,,United Kingdom,Elwyn,Gwyther,1921-01-01,,male,Gower Peninsula,
Great Britain national rugby league team,,United Kingdom,Elwyn,Gwyther,1921-01-01,,male,Gower Peninsula,
Broughton Rangers,,United Kingdom,Elwyn,Gwyther,1921-01-01,,male,Gower Peninsula,
Swansea RFC,,Wales,Emlyn,,1898-01-01,1962-01-01,male,Llanelli,Glamorgan
Hull F.C.,,Wales,Emlyn,,1898-01-01,1962-01-01,male,Llanelli,Glamorgan
Wales national rugby league team,,Wales,Emlyn,,1898-01-01,1962-01-01,male,Llanelli,Glamorgan
Great Britain national rugby league team,,Wales,Emlyn,,1898-01-01,1962-01-01,male,Llanelli,Glamorgan
Swansea RFC,,United Kingdom,Emlyn,,1898-01-01,1962-01-01,male,Llanelli,Glamorgan
Hull F.C.,,United Kingdom,Emlyn,,1898-01-01,1962-01-01,male,Llanelli,Glamorgan
Wales national rugby league team,,United Kingdom,Emlyn,,1898-01-01,1962-01-01,male,Llanelli,Glamorgan
Great Britain national rugby league team,,United Kingdom,Emlyn,,1898-01-01,1962-01-01,male,Llanelli,Glamorgan
Swansea RFC,,United Kingdom of Great Britain and Ireland,Emlyn,,1898-01-01,1962-01-01,male,Llanelli,Glamorgan
Hull F.C.,,United Kingdom of Great Britain and Ireland,Emlyn,,1898-01-01,1962-01-01,male,Llanelli,Glamorgan
Wales national rugby league team,,United Kingdom of Great Britain and Ireland,Emlyn,,1898-01-01,1962-01-01,male,Llanelli,Glamorgan
Great Britain national rugby league team,,United Kingdom of Great Britain and Ireland,Emlyn,,1898-01-01,1962-01-01,male,Llanelli,Glamorgan
Cardiff RFC,,Wales,Emlyn,Jenkins,1910-12-01,1993-01-01,male,Treherbert,Andover
St Helens RLFC,,Wales,Emlyn,Jenkins,1910-12-01,1993-01-01,male,Treherbert,Andover
Wigan Warriors,,Wales,Emlyn,Jenkins,1910-12-01,1993-01-01,male,Treherbert,Andover
Keighley Cougars,,Wales,Emlyn,Jenkins,1910-12-01,1993-01-01,male,Treherbert,Andover
Wales national rugby league team,,Wales,Emlyn,Jenkins,1910-12-01,1993-01-01,male,Treherbert,Andover
Salford Red Devils,,Wales,Emlyn,Jenkins,1910-12-01,1993-01-01,male,Treherbert,Andover
England national rugby league team,,Wales,Emlyn,Jenkins,1910-12-01,1993-01-01,male,Treherbert,Andover
Great Britain national rugby league team,,Wales,Emlyn,Jenkins,1910-12-01,1993-01-01,male,Treherbert,Andover
Treorchy RFC,,Wales,Emlyn,Jenkins,1910-12-01,1993-01-01,male,Treherbert,Andover
Cardiff RFC,,United Kingdom,Emlyn,Jenkins,1910-12-01,1993-01-01,male,Treherbert,Andover
St Helens RLFC,,United Kingdom,Emlyn,Jenkins,1910-12-01,1993-01-01,male,Treherbert,Andover
Wigan Warriors,,United Kingdom,Emlyn,Jenkins,1910-12-01,1993-01-01,male,Treherbert,Andover
Keighley Cougars,,United Kingdom,Emlyn,Jenkins,1910-12-01,1993-01-01,male,Treherbert,Andover
Wales national rugby league team,,United Kingdom,Emlyn,Jenkins,1910-12-01,1993-01-01,male,Treherbert,Andover
Salford Red Devils,,United Kingdom,Emlyn,Jenkins,1910-12-01,1993-01-01,male,Treherbert,Andover
Bradford Bulls,,Wales,Trevor,Foster,1914-12-03,2005-04-02,male,Newport,Bradford
Wales national rugby league team,,Wales,Trevor,Foster,1914-12-03,2005-04-02,male,Newport,Bradford
Great Britain national rugby league team,,Wales,Trevor,Foster,1914-12-03,2005-04-02,male,Newport,Bradford
Pill Harriers RFC,,Wales,Trevor,Foster,1914-12-03,2005-04-02,male,Newport,Bradford
Bradford Bulls,,United Kingdom,Trevor,Foster,1914-12-03,2005-04-02,male,Newport,Bradford
Wales national rugby league team,,United Kingdom,Trevor,Foster,1914-12-03,2005-04-02,male,Newport,Bradford
Great Britain national rugby league team,,United Kingdom,Trevor,Foster,1914-12-03,2005-04-02,male,Newport,Bradford
Pill Harriers RFC,,United Kingdom,Trevor,Foster,1914-12-03,2005-04-02,male,Newport,Bradford
Aberavon RFC,scrum-half,Wales,Trevor,Lloyd,1924-09-05,2015-10-01,male,Taibach,
British & Irish Lions,scrum-half,Wales,Trevor,Lloyd,1924-09-05,2015-10-01,male,Taibach,
Wales national rugby union team,scrum-half,Wales,Trevor,Lloyd,1924-09-05,2015-10-01,male,Taibach,
Maesteg RFC,scrum-half,Wales,Trevor,Lloyd,1924-09-05,2015-10-01,male,Taibach,
Aberavon RFC,scrum-half,United Kingdom,Trevor,Lloyd,1924-09-05,2015-10-01,male,Taibach,
British & Irish Lions,scrum-half,United Kingdom,Trevor,Lloyd,1924-09-05,2015-10-01,male,Taibach,
Wales national rugby union team,scrum-half,United Kingdom,Trevor,Lloyd,1924-09-05,2015-10-01,male,Taibach,
Maesteg RFC,scrum-half,United Kingdom,Trevor,Lloyd,1924-09-05,2015-10-01,male,Taibach,
Aberavon RFC,scrum-half,United Kingdom of Great Britain and Ireland,Trevor,Lloyd,1924-09-05,2015-10-01,male,Taibach,
British & Irish Lions,scrum-half,United Kingdom of Great Britain and Ireland,Trevor,Lloyd,1924-09-05,2015-10-01,male,Taibach,
Wales national rugby union team,scrum-half,United Kingdom of Great Britain and Ireland,Trevor,Lloyd,1924-09-05,2015-10-01,male,Taibach,
Maesteg RFC,scrum-half,United Kingdom of Great Britain and Ireland,Trevor,Lloyd,1924-09-05,2015-10-01,male,Taibach,
Wales national rugby union team,flanker,Wales,William,Thomas,1909-01-01,1969-02-03,male,Merthyr Tydfil,
Wigan Warriors,flanker,Wales,William,Thomas,1909-01-01,1969-02-03,male,Merthyr Tydfil,
Wales national rugby league team,flanker,Wales,William,Thomas,1909-01-01,1969-02-03,male,Merthyr Tydfil,
Abertillery RFC,flanker,Wales,William,Thomas,1909-01-01,1969-02-03,male,Merthyr Tydfil,
Oldham Roughyeds,flanker,Wales,William,Thomas,1909-01-01,1969-02-03,male,Merthyr Tydfil,
Wales national rugby union team,flanker,United Kingdom,William,Thomas,1909-01-01,1969-02-03,male,Merthyr Tydfil,
Wigan Warriors,flanker,United Kingdom,William,Thomas,1909-01-01,1969-02-03,male,Merthyr Tydfil,
Wales national rugby league team,flanker,United Kingdom,William,Thomas,1909-01-01,1969-02-03,male,Merthyr Tydfil,
Abertillery RFC,flanker,United Kingdom,William,Thomas,1909-01-01,1969-02-03,male,Merthyr Tydfil,
Oldham Roughyeds,flanker,United Kingdom,William,Thomas,1909-01-01,1969-02-03,male,Merthyr Tydfil,
Wales national rugby union team,flanker,Wales,Trevor,Thomas,1909-01-01,1969-02-03,male,Merthyr Tydfil,
Wigan Warriors,flanker,Wales,Trevor,Thomas,1909-01-01,1969-02-03,male,Merthyr Tydfil,
Wales national rugby league team,flanker,Wales,Trevor,Thomas,1909-01-01,1969-02-03,male,Merthyr Tydfil,
Abertillery RFC,flanker,Wales,Trevor,Thomas,1909-01-01,1969-02-03,male,Merthyr Tydfil,
Oldham Roughyeds,flanker,Wales,Trevor,Thomas,1909-01-01,1969-02-03,male,Merthyr Tydfil,
Wales national rugby union team,flanker,United Kingdom,Trevor,Thomas,1909-01-01,1969-02-03,male,Merthyr Tydfil,
Wigan Warriors,flanker,United Kingdom,Trevor,Thomas,1909-01-01,1969-02-03,male,Merthyr Tydfil,
Wales national rugby league team,flanker,United Kingdom,Trevor,Thomas,1909-01-01,1969-02-03,male,Merthyr Tydfil,
Abertillery RFC,flanker,United Kingdom,Trevor,Thomas,1909-01-01,1969-02-03,male,Merthyr Tydfil,
Oldham Roughyeds,flanker,United Kingdom,Trevor,Thomas,1909-01-01,1969-02-03,male,Merthyr Tydfil,
Wales national rugby union team,winger,Wales,,,1876-07-24,1929-08-16,male,Varteg,Cardiff
Cardiff RFC,winger,Wales,,,1876-07-24,1929-08-16,male,Varteg,Cardiff
Oldham Roughyeds,winger,Wales,,,1876-07-24,1929-08-16,male,Varteg,Cardiff
Wales national rugby union team,winger,United Kingdom,,,1876-07-24,1929-08-16,male,Varteg,Cardiff
Cardiff RFC,winger,United Kingdom,,,1876-07-24,1929-08-16,male,Varteg,Cardiff
Oldham Roughyeds,winger,United Kingdom,,,1876-07-24,1929-08-16,male,Varteg,Cardiff
Wales national rugby union team,winger,United Kingdom of Great Britain and Ireland,,,1876-07-24,1929-08-16,male,Varteg,Cardiff
Cardiff RFC,winger,United Kingdom of Great Britain and Ireland,,,1876-07-24,1929-08-16,male,Varteg,Cardiff
Oldham Roughyeds,winger,United Kingdom of Great Britain and Ireland,,,1876-07-24,1929-08-16,male,Varteg,Cardiff
London Welsh RFC,winger,Wales,Vivian,Harrison,1921-12-01,1989-08-01,male,Neath,Redbridge
St Helens RLFC,winger,Wales,Vivian,Harrison,1921-12-01,1989-08-01,male,Neath,Redbridge
Wales national rugby league team,winger,Wales,Vivian,Harrison,1921-12-01,1989-08-01,male,Neath,Redbridge
London Welsh RFC,centre,Wales,Vivian,Harrison,1921-12-01,1989-08-01,male,Neath,Redbridge
Pontypool RFC,scrum-half,United Kingdom of Great Britain and Ireland,Bobby,Lloyd,1888-07-01,1930-01-18,male,Crickhowell,Halifax
Halifax RLFC,scrum-half,United Kingdom of Great Britain and Ireland,Bobby,Lloyd,1888-07-01,1930-01-18,male,Crickhowell,Halifax
Wales national rugby league team,scrum-half,United Kingdom of Great Britain and Ireland,Bobby,Lloyd,1888-07-01,1930-01-18,male,Crickhowell,Halifax
Great Britain national rugby league team,scrum-half,United Kingdom of Great Britain and Ireland,Bobby,Lloyd,1888-07-01,1930-01-18,male,Crickhowell,Halifax
Wales national rugby union team,winger,Wales,,,1881-01-01,1921-12-15,male,Pontycymer,Cardiff
London Welsh RFC,winger,Wales,,,1881-01-01,1921-12-15,male,Pontycymer,Cardiff
Wales national rugby union team,winger,United Kingdom of Great Britain and Ireland,,,1881-01-01,1921-12-15,male,Pontycymer,Cardiff
London Welsh RFC,winger,United Kingdom of Great Britain and Ireland,,,1881-01-01,1921-12-15,male,Pontycymer,Cardiff
Wigan Warriors,prop,Wales,David,Jones,1901-01-01,1968-12-16,male,Wales,
Wigan Warriors,prop,United Kingdom,David,Jones,1901-01-01,1968-12-16,male,Wales,
Blackpool Borough,,Wales,Billy,,1934-08-06,,male,Cardiff,
Great Britain national rugby league team,,Wales,Billy,,1934-08-06,,male,Cardiff,
Neath RFC,,Wales,Billy,,1934-08-06,,male,Cardiff,
Wigan Warriors,,Wales,Billy,,1934-08-06,,male,Cardiff,
Pontypridd RFC,,Wales,Billy,,1934-08-06,,male,Cardiff,
Blackpool Borough,,United Kingdom,Billy,,1934-08-06,,male,Cardiff,
Great Britain national rugby league team,,United Kingdom,Billy,,1934-08-06,,male,Cardiff,
Neath RFC,,United Kingdom,Billy,,1934-08-06,,male,Cardiff,
Wigan Warriors,,United Kingdom,Billy,,1934-08-06,,male,Cardiff,
Pontypridd RFC,,United Kingdom,Billy,,1934-08-06,,male,Cardiff,
Wigan Warriors,,Wales,,,1885-01-01,1935-01-01,male,Treherbert,Bradford
Bradford (Park Avenue) A.F.C.,,Wales,,,1885-01-01,1935-01-01,male,Treherbert,Bradford
Wales national rugby league team,lock,Wales,,Hughes,1910-05-13,1974-11-14,male,Neath,Salford
Penarth RFC,lock,Wales,,Hughes,1910-05-13,1974-11-14,male,Neath,Salford
Wales national rugby union team,lock,Wales,,Hughes,1910-05-13,1974-11-14,male,Neath,Salford
Wales national rugby league team,lock,United Kingdom,,Hughes,1910-05-13,1974-11-14,male,Neath,Salford
Penarth RFC,lock,United Kingdom,,Hughes,1910-05-13,1974-11-14,male,Neath,Salford
Wales national rugby union team,lock,United Kingdom,,Hughes,1910-05-13,1974-11-14,male,Neath,Salford
Wales national rugby league team,lock,United Kingdom of Great Britain and Ireland,,Hughes,1910-05-13,1974-11-14,male,Neath,Salford
Penarth RFC,lock,United Kingdom of Great Britain and Ireland,,Hughes,1910-05-13,1974-11-14,male,Neath,Salford
Wales national rugby union team,lock,United Kingdom of Great Britain and Ireland,,Hughes,1910-05-13,1974-11-14,male,Neath,Salford
Great Britain national rugby league team,,Wales,Gordon,Lewis,1939-06-23,,male,Mynyddygarreg,
Wales national rugby league team,,Wales,Gordon,Lewis,1939-06-23,,male,Mynyddygarreg,
Leigh Centurions,,Wales,Gordon,Lewis,1939-06-23,,male,Mynyddygarreg,
Swansea RFC,,Wales,Gordon,Lewis,1939-06-23,,male,Mynyddygarreg,
Great Britain national rugby league team,,United Kingdom,Gordon,Lewis,1939-06-23,,male,Mynyddygarreg,
Wales national rugby league team,,United Kingdom,Gordon,Lewis,1939-06-23,,male,Mynyddygarreg,
Leigh Centurions,,United Kingdom,Gordon,Lewis,1939-06-23,,male,Mynyddygarreg,
Swansea RFC,,United Kingdom,Gordon,Lewis,1939-06-23,,male,Mynyddygarreg,
Salford Red Devils,,Wales,Graham,Rees,1936-04-18,1987-07-01,male,Maesteg,Prestwich
Dragons,,Wales,Lewis,Evans,1987-07-09,,male,Newport,
Wales national rugby league team,centre,Wales,Lewis,Llewellyn,1881-11-06,1931-02-01,male,Newport,Newport
Wigan Warriors,centre,Wales,Lewis,Llewellyn,1881-11-06,1931-02-01,male,Newport,Newport
Wales national rugby league team,,Wales,Lewis,Reece,1991-06-17,,male,Cardiff,
Pontypridd RFC,,Wales,Lewis,Reece,1991-06-17,,male,Cardiff,
Treorchy RFC,flanker,Wales,Lewis,Rees,1910-01-07,1976-12-21,male,Treherbert,Manchester
Oldham Roughyeds,flanker,Wales,Lewis,Rees,1910-01-07,1976-12-21,male,Treherbert,Manchester
Wales national rugby league team,flanker,Wales,Lewis,Rees,1910-01-07,1976-12-21,male,Treherbert,Manchester
Cardiff RFC,flanker,Wales,Lewis,Rees,1910-01-07,1976-12-21,male,Treherbert,Manchester
Wales national rugby union team,flanker,Wales,Lewis,Rees,1910-01-07,1976-12-21,male,Treherbert,Manchester
Treorchy RFC,flanker,United Kingdom,Lewis,Rees,1910-01-07,1976-12-21,male,Treherbert,Manchester
Oldham Roughyeds,flanker,United Kingdom,Lewis,Rees,1910-01-07,1976-12-21,male,Treherbert,Manchester
Wales national rugby league team,flanker,United Kingdom,Lewis,Rees,1910-01-07,1976-12-21,male,Treherbert,Manchester
Cardiff RFC,flanker,United Kingdom,Lewis,Rees,1910-01-07,1976-12-21,male,Treherbert,Manchester
Wales national rugby union team,flanker,United Kingdom,Lewis,Rees,1910-01-07,1976-12-21,male,Treherbert,Manchester
Treorchy RFC,flanker,United Kingdom of Great Britain and Ireland,Lewis,Rees,1910-01-07,1976-12-21,male,Treherbert,Manchester
Oldham Roughyeds,flanker,United Kingdom of Great Britain and Ireland,Lewis,Rees,1910-01-07,1976-12-21,male,Treherbert,Manchester
Wales national rugby league team,flanker,United Kingdom of Great Britain and Ireland,Lewis,Rees,1910-01-07,1976-12-21,male,Treherbert,Manchester
Cardiff RFC,flanker,United Kingdom of Great Britain and Ireland,Lewis,Rees,1910-01-07,1976-12-21,male,Treherbert,Manchester
Wales national rugby union team,flanker,United Kingdom of Great Britain and Ireland,Lewis,Rees,1910-01-07,1976-12-21,male,Treherbert,Manchester
Ospreys,,Wales,Lloyd,,1991-02-02,,male,Caerphilly,
Cross Keys RFC,hooker,Wales,,,1901-01-04,1962-12-17,male,Abercarn,Chepstow
Wales national rugby union team,hooker,Wales,,,1901-01-04,1962-12-17,male,Abercarn,Chepstow
Cross Keys RFC,hooker,United Kingdom,,,1901-01-04,1962-12-17,male,Abercarn,Chepstow
Wales national rugby union team,hooker,United Kingdom,,,1901-01-04,1962-12-17,male,Abercarn,Chepstow
Cross Keys RFC,hooker,United Kingdom of Great Britain and Ireland,,,1901-01-04,1962-12-17,male,Abercarn,Chepstow
Wales national rugby union team,hooker,United Kingdom of Great Britain and Ireland,,,1901-01-04,1962-12-17,male,Abercarn,Chepstow
Wales national rugby union team,lock,Wales,Lou,Reed,1987-09-10,,male,Treorchy,
Rotherham R.U.F.C.,lock,Wales,Lou,Reed,1987-09-10,,male,Treorchy,
Scarlets,lock,Wales,Lou,Reed,1987-09-10,,male,Treorchy,
Wales national rugby union team,lock,United Kingdom,Lou,Reed,1987-09-10,,male,Treorchy,
Rotherham R.U.F.C.,lock,United Kingdom,Lou,Reed,1987-09-10,,male,Treorchy,
Scarlets,lock,United Kingdom,Lou,Reed,1987-09-10,,male,Treorchy,
Wales national under-20 rugby union team,,Wales,Luke,Hamilton,1992-01-07,,male,Pembroke,
Scotland national rugby union team,,Wales,Luke,Hamilton,1992-01-07,,male,Pembroke,
Neath RFC,flanker,Wales,Lyn,Jones,1964-06-05,,male,Cwmavon,
Wales national rugby union team,flanker,Wales,Lyn,Jones,1964-06-05,,male,Cwmavon,
Neath RFC,flanker,United Kingdom,Lyn,Jones,1964-06-05,,male,Cwmavon,
Wales national rugby union team,flanker,United Kingdom,Lyn,Jones,1964-06-05,,male,Cwmavon,
Ospreys,,Wales,Lyndon,,1979-02-02,,male,Wales,
Pontypridd RFC,,Wales,Lynn,,1950-05-29,,male,Maerdy,
Wales national rugby league team,winger,Wales,Malcolm,Davies,1926-01-15,2011-02-27,male,Cwmfelin,Sully
Penarth RFC,winger,Wales,Malcolm,Davies,1926-01-15,2011-02-27,male,Cwmfelin,Sully
Leigh Centurions,winger,Wales,Malcolm,Davies,1926-01-15,2011-02-27,male,Cwmfelin,Sully
Bradford Bulls,winger,Wales,Malcolm,Davies,1926-01-15,2011-02-27,male,Cwmfelin,Sully
Leeds Rhinos,winger,Wales,Malcolm,Davies,1926-01-15,2011-02-27,male,Cwmfelin,Sully
Maesteg RFC,winger,Wales,Malcolm,Davies,1926-01-15,2011-02-27,male,Cwmfelin,Sully
Cardiff RFC,winger,Wales,Malcolm,Davies,1926-01-15,2011-02-27,male,Cwmfelin,Sully
Oldham Roughyeds,centre,Wales,Malcolm,Price,1937-12-08,,male,Pontypool,
Great Britain national rugby league team,centre,Wales,Malcolm,Price,1937-12-08,,male,Pontypool,
Salford Red Devils,centre,Wales,Malcolm,Price,1937-12-08,,male,Pontypool,
Pontypool RFC,centre,Wales,Malcolm,Price,1937-12-08,,male,Pontypool,
Wales national rugby union team,centre,Wales,Malcolm,Price,1937-12-08,,male,Pontypool,
Oldham Roughyeds,centre,United Kingdom,Malcolm,Price,1937-12-08,,male,Pontypool,
Great Britain national rugby league team,centre,United Kingdom,Malcolm,Price,1937-12-08,,male,Pontypool,
Salford Red Devils,centre,United Kingdom,Malcolm,Price,1937-12-08,,male,Pontypool,
Pontypool RFC,centre,United Kingdom,Malcolm,Price,1937-12-08,,male,Pontypool,
Wales national rugby union team,centre,United Kingdom,Malcolm,Price,1937-12-08,,male,Pontypool,
Cardiff RFC,hooker,Wales,Maldwyn,James,1913-06-28,2003-07-19,male,Cilfynydd,Aberdare
Wales national rugby union team,hooker,Wales,Maldwyn,James,1913-06-28,2003-07-19,male,Cilfynydd,Aberdare
Pontypridd RFC,hooker,Wales,Maldwyn,James,1913-06-28,2003-07-19,male,Cilfynydd,Aberdare
